neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_density,Entire home/apt,Private room,Shared room,Hotel room,price_avg
75,41.90004,-87.7061,2,65,1,49,2,2,180,714,488,18,204,4,159.26470588235293
75,41.9006,-87.68596,2,69,3,85,2,1,1,714,488,18,204,4,159.26470588235293
47,41.89513,-87.62809,0,125,60,0,0,1,267,672,569,38,63,2,210.493848857645
75,41.90999,-87.67476,2,182,2,13,1,2,365,714,488,18,204,4,159.26470588235293
75,41.90627,-87.68093,0,145,3,57,2,1,0,714,488,18,204,4,191.13319672131146
75,41.91078,-87.68635,0,99,3,3,1,1,0,714,488,18,204,4,191.13319672131146
11,41.80967,-87.69841,0,73,2,44,1,1,135,25,14,0,10,1,138.28571428571428
7,41.93612,-87.70513,0,275,3,2,1,1,78,146,107,0,34,5,160.33644859813083
75,41.89073,-87.65729,0,215,1,74,2,1,177,714,488,18,204,4,191.13319672131146
75,41.89316,-87.64816,0,119,2,91,2,1,0,714,488,18,204,4,191.13319672131146
40,41.92214,-87.68344,0,203,4,33,1,5,274,387,304,0,81,2,159.0559210526316
33,41.79822,-87.59989,2,60,3,153,4,3,353,93,51,0,42,0,85.71428571428571
38,41.91742,-87.63575,0,92,3,165,4,4,332,312,257,0,51,4,199.6614785992218
75,41.90649,-87.68968,2,48,1,98,3,2,22,714,488,18,204,4,159.26470588235293
75,41.90701,-87.68935,3,39,1,95,2,2,10,714,488,18,204,4,85.5
60,42.01219,-87.66929,0,176,2,164,4,1,5,123,69,0,52,2,152.69565217391303
75,41.90106,-87.67152,0,99,2,120,3,1,264,714,488,18,204,4,191.13319672131146
27,41.8085,-87.75181,0,90,2,72,2,1,75,10,7,0,3,0,132.71428571428572
37,41.94117,-87.66532,0,115,1,169,4,1,0,527,394,10,105,18,255.4746192893401
64,41.84912,-87.69861,2,70,1,11,1,1,359,41,29,0,11,1,46.90909090909091
38,41.92022,-87.65295,0,164,2,14,1,1,0,312,257,0,51,4,199.6614785992218
37,41.94649,-87.65397,2,115,365,76,2,3,361,527,394,10,105,18,182.5142857142857
54,41.98294,-87.8196,2,37,14,225,5,4,53,29,12,0,15,2,55.13333333333333
75,41.89544,-87.67932,0,118,2,99,3,3,26,714,488,18,204,4,191.13319672131146
29,41.76508,-87.63262,0,75,2,94,2,1,83,30,14,0,12,4,122.07142857142857
37,41.94366,-87.65006,0,152,3,37,1,1,338,527,394,10,105,18,255.4746192893401
41,41.88306,-87.62577,0,84,1,260,6,4,317,366,331,3,31,1,175.2688821752266
40,41.92852,-87.71819,0,78,1,236,5,1,34,387,304,0,81,2,159.0559210526316
38,41.92255,-87.66557,0,77,2,80,2,1,44,312,257,0,51,4,199.6614785992218
37,41.94448,-87.66447,0,157,2,81,2,1,294,527,394,10,105,18,255.4746192893401
49,41.88871,-87.64185,0,80,31,1,1,27,364,314,222,0,89,3,187.6081081081081
75,41.89474,-87.65988,2,97,1,79,2,2,270,714,488,18,204,4,159.26470588235293
47,41.89695,-87.63258,0,150,60,1,1,73,365,672,569,38,63,2,210.493848857645
37,41.93667,-87.65938,2,89,1,35,1,3,0,527,394,10,105,18,182.5142857142857
41,41.86917,-87.63291,0,210,60,2,1,15,364,366,331,3,31,1,175.2688821752266
0,41.96538,-87.70073,2,65,6,11,1,2,364,65,29,0,36,0,50.97222222222222
75,41.89463,-87.65943,0,595,2,85,2,4,0,714,488,18,204,4,191.13319672131146
37,41.9388,-87.65367,0,1200,1,7,1,1,89,527,394,10,105,18,255.4746192893401
47,41.90011,-87.63773,0,150,60,0,0,5,365,672,569,38,63,2,210.493848857645
37,41.95156,-87.65735,0,350,2,37,1,1,180,527,394,10,105,18,255.4746192893401
29,41.76532,-87.6311,3,50,1,7,1,2,89,30,14,0,12,4,56.75
37,41.93899,-87.66435,2,70,2,30,1,1,89,527,394,10,105,18,182.5142857142857
33,41.79074,-87.59575,2,90,2,160,4,2,265,93,51,0,42,0,85.71428571428571
60,42.00004,-87.66206,0,120,3,133,3,1,287,123,69,0,52,2,152.69565217391303
32,41.89523,-87.7082,0,75,1,40,1,1,67,63,41,0,18,4,107.17073170731707
21,41.98861,-87.66871,0,85,1,51,2,1,0,170,98,0,70,2,130.40816326530611
37,41.95112,-87.6702,0,9999,7,16,1,2,80,527,394,10,105,18,255.4746192893401
28,41.81442,-87.61125,2,55,3,99,3,4,206,104,52,0,48,4,95.20833333333333
65,41.77023,-87.57065,0,100,2,58,3,1,365,90,41,0,48,1,128.26829268292684
7,41.93603,-87.73,2,31,1,42,1,3,264,146,107,0,34,5,64.08823529411765
32,41.89689,-87.7189,0,117,14,62,2,1,124,63,41,0,18,4,107.17073170731707
48,41.86646,-87.62714,0,79,2,171,4,2,357,142,113,0,29,0,172.92920353982302
7,41.93651,-87.72409,0,136,28,73,2,1,195,146,107,0,34,5,160.33644859813083
47,41.89307,-87.61941,0,159,2,16,1,1,20,672,569,38,63,2,210.493848857645
38,41.93046,-87.65241,0,200,2,18,1,1,0,312,257,0,51,4,199.6614785992218
75,41.89686,-87.67671,0,126,2,162,4,2,341,714,488,18,204,4,191.13319672131146
31,41.93489,-87.73316,0,95,3,72,2,1,0,19,13,0,6,0,85.3076923076923
40,41.91899,-87.69204,0,231,2,57,2,1,63,387,304,0,81,2,159.0559210526316
38,41.92171,-87.66472,0,154,2,128,3,1,321,312,257,0,51,4,199.6614785992218
51,41.93969,-87.68456,2,76,1,75,2,1,89,134,122,0,11,1,67.81818181818181
38,41.93065,-87.64201,0,204,2,23,1,1,324,312,257,0,51,4,199.6614785992218
8,41.93721,-87.77854,3,57,1,20,1,1,179,25,13,0,11,1,57.0
75,41.89578,-87.69304,2,32,2,8,1,1,160,714,488,18,204,4,159.26470588235293
37,41.94682,-87.66673,0,151,2,163,4,2,302,527,394,10,105,18,255.4746192893401
74,41.98902,-87.69127,0,55,30,7,1,2,271,66,31,0,29,6,131.6451612903226
57,41.93889,-87.75538,0,245,1,19,1,16,362,83,58,0,25,0,129.3448275862069
60,42.02105,-87.673,2,45,3,80,2,2,87,123,69,0,52,2,63.88461538461539
21,41.9893,-87.66224,2,110,1,64,2,3,265,170,98,0,70,2,83.51428571428572
1,41.80194,-87.72043,2,36,1,426,9,1,0,6,3,0,3,0,76.66666666666667
66,41.96047,-87.65641,2,52,2,120,3,1,0,169,103,3,63,0,87.17460317460318
75,41.90063,-87.66316,0,104,2,176,4,2,343,714,488,18,204,4,191.13319672131146
47,41.8976,-87.63235,0,200,31,2,1,10,365,672,569,38,63,2,210.493848857645
2,41.84867,-87.63476,0,129,2,89,2,3,59,65,28,0,37,0,239.10714285714286
57,41.95655,-87.75418,0,98,2,39,2,1,178,83,58,0,25,0,129.3448275862069
34,41.95907,-87.71066,0,103,1,79,2,1,0,154,83,0,67,4,169.0
34,41.95845,-87.71491,0,251,3,157,4,1,208,154,83,0,67,4,169.0
37,41.9442,-87.66232,0,199,7,32,1,2,31,527,394,10,105,18,255.4746192893401
37,41.94999,-87.658,0,450,2,6,1,1,179,527,394,10,105,18,255.4746192893401
37,41.95187,-87.65159,0,159,1,112,3,1,164,527,394,10,105,18,255.4746192893401
74,41.99896,-87.68935,2,50,2,93,2,1,276,66,31,0,29,6,52.172413793103445
40,41.92705,-87.71256,0,150,2,74,2,1,21,387,304,0,81,2,159.0559210526316
24,41.98986,-87.74264,0,299,2,55,2,1,362,12,4,0,8,0,138.25
40,41.92131,-87.69839,3,27,1,100,4,2,0,387,304,0,81,2,28.0
40,41.92636,-87.71459,0,95,31,2,1,2,8,387,304,0,81,2,159.0559210526316
40,41.92912,-87.70694,2,50,2,206,5,1,346,387,304,0,81,2,73.61728395061728
66,41.96993,-87.65634,2,75,1,57,2,1,0,169,103,3,63,0,87.17460317460318
2,41.84761,-87.63161,2,69,1,129,3,7,85,65,28,0,37,0,46.2972972972973
37,41.94979,-87.65323,0,136,3,45,1,1,290,527,394,10,105,18,255.4746192893401
38,41.91754,-87.64043,2,59,30,61,2,1,229,312,257,0,51,4,106.76470588235294
41,41.87246,-87.63056,0,210,31,1,1,5,364,366,331,3,31,1,175.2688821752266
65,41.76535,-87.56776,0,75,2,24,1,12,364,90,41,0,48,1,128.26829268292684
38,41.91388,-87.65423,0,619,3,79,2,1,112,312,257,0,51,4,199.6614785992218
7,41.93852,-87.71557,2,80,1,10,1,2,204,146,107,0,34,5,64.08823529411765
51,41.95022,-87.67865,0,100,1,111,3,1,0,134,122,0,11,1,172.98360655737704
37,41.95075,-87.65163,0,60,90,3,1,1,242,527,394,10,105,18,255.4746192893401
48,41.86528,-87.62446,0,990,2,93,2,1,362,142,113,0,29,0,172.92920353982302
66,41.97498,-87.66563,2,86,1,55,2,2,139,169,103,3,63,0,87.17460317460318
66,41.97352,-87.66706,0,195,1,31,1,2,0,169,103,3,63,0,183.90291262135923
38,41.92245,-87.64601,0,128,6,14,1,3,139,312,257,0,51,4,199.6614785992218
38,41.92232,-87.64575,0,177,4,80,2,3,133,312,257,0,51,4,199.6614785992218
41,41.88599,-87.6248,0,80,4,1,1,1,0,366,331,3,31,1,175.2688821752266
37,41.94488,-87.65434,2,101,5,144,4,4,93,527,394,10,105,18,182.5142857142857
21,41.98139,-87.6707,0,85,2,151,4,1,334,170,98,0,70,2,130.40816326530611
65,41.76504,-87.56652,0,75,1,23,1,12,365,90,41,0,48,1,128.26829268292684
38,41.92017,-87.64218,0,200,1,31,1,2,365,312,257,0,51,4,199.6614785992218
34,41.95019,-87.71645,2,95,1,32,1,1,364,154,83,0,67,4,55.298507462686565
51,41.94803,-87.68418,2,59,2,25,1,2,0,134,122,0,11,1,67.81818181818181
21,41.98858,-87.67131,2,45,3,193,5,3,140,170,98,0,70,2,83.51428571428572
76,41.78386,-87.60583,2,50,2,4,1,9,263,83,28,0,55,0,45.49090909090909
75,41.89738,-87.6779,0,100,1,159,4,1,73,714,488,18,204,4,191.13319672131146
40,41.9214,-87.70711,2,65,1,24,1,1,364,387,304,0,81,2,73.61728395061728
66,41.9683,-87.65659,0,200,2,26,1,1,333,169,103,3,63,0,183.90291262135923
37,41.94771,-87.64396,2,125,2,29,1,1,89,527,394,10,105,18,182.5142857142857
75,41.91321,-87.6905,0,139,2,32,2,1,88,714,488,18,204,4,191.13319672131146
7,41.93377,-87.70431,0,140,2,4,1,1,0,146,107,0,34,5,160.33644859813083
34,41.9427,-87.73138,2,89,1,0,0,1,89,154,83,0,67,4,55.298507462686565
37,41.93588,-87.65128,0,89,1,5,1,1,0,527,394,10,105,18,255.4746192893401
5,41.91183,-87.78889,0,140,3,22,1,2,113,49,27,0,22,0,146.96296296296296
2,41.84993,-87.63133,2,69,1,129,3,7,88,65,28,0,37,0,46.2972972972973
21,41.98902,-87.66404,2,66,1,62,2,3,265,170,98,0,70,2,83.51428571428572
21,41.98995,-87.66368,2,66,1,50,2,3,263,170,98,0,70,2,83.51428571428572
47,41.89428,-87.62685,0,100,60,13,1,1,324,672,569,38,63,2,210.493848857645
37,41.94361,-87.66224,2,150,1,44,1,2,0,527,394,10,105,18,182.5142857142857
60,42.01036,-87.67156,0,145,2,0,0,1,169,123,69,0,52,2,152.69565217391303
37,41.9448,-87.66038,0,163,2,98,3,1,361,527,394,10,105,18,255.4746192893401
75,41.91232,-87.69434,0,119,2,137,3,1,345,714,488,18,204,4,191.13319672131146
21,41.9882,-87.6609,0,73,1,81,2,37,32,170,98,0,70,2,130.40816326530611
53,41.98301,-87.71478,2,83,2,115,3,1,270,27,16,0,11,0,59.81818181818182
37,41.94598,-87.65011,0,175,1,68,2,1,0,527,394,10,105,18,255.4746192893401
47,41.9107,-87.64121,0,175,3,27,1,1,0,672,569,38,63,2,210.493848857645
54,41.98251,-87.81927,2,49,14,237,6,4,83,29,12,0,15,2,55.13333333333333
76,41.7837,-87.60623,2,30,5,23,1,9,363,83,28,0,55,0,45.49090909090909
76,41.78248,-87.60652,2,45,28,10,1,9,263,83,28,0,55,0,45.49090909090909
76,41.78279,-87.60621,2,45,2,10,1,9,263,83,28,0,55,0,45.49090909090909
76,41.78181,-87.59971,2,45,5,39,1,9,364,83,28,0,55,0,45.49090909090909
76,41.78027,-87.60353,2,45,2,17,1,9,362,83,28,0,55,0,45.49090909090909
76,41.78066,-87.60181,2,42,2,7,1,9,263,83,28,0,55,0,45.49090909090909
40,41.92942,-87.71136,0,55,1,15,1,1,0,387,304,0,81,2,159.0559210526316
75,41.89634,-87.6629,2,66,2,6,1,6,78,714,488,18,204,4,159.26470588235293
41,41.88564,-87.6174,0,125,31,1,1,5,365,366,331,3,31,1,175.2688821752266
75,41.90959,-87.6863,0,76,3,262,6,2,43,714,488,18,204,4,191.13319672131146
49,41.86425,-87.6464,0,93,2,48,2,1,53,314,222,0,89,3,187.6081081081081
47,41.89235,-87.62732,1,31,7,24,1,24,331,672,569,38,63,2,93.21052631578948
32,41.89873,-87.70326,0,75,1,228,5,2,70,63,41,0,18,4,107.17073170731707
47,41.89235,-87.62732,1,31,7,14,1,24,331,672,569,38,63,2,93.21052631578948
66,41.97437,-87.66395,0,121,2,170,4,1,155,169,103,3,63,0,183.90291262135923
37,41.95415,-87.66299,0,84,3,173,4,1,339,527,394,10,105,18,255.4746192893401
40,41.92872,-87.69738,0,113,3,165,4,1,76,387,304,0,81,2,159.0559210526316
38,41.92184,-87.63996,0,100,14,29,1,1,332,312,257,0,51,4,199.6614785992218
40,41.92205,-87.70488,0,140,3,22,1,1,0,387,304,0,81,2,159.0559210526316
60,42.00214,-87.66412,0,156,3,51,2,1,278,123,69,0,52,2,152.69565217391303
40,41.9151,-87.70596,0,150,3,13,1,2,19,387,304,0,81,2,159.0559210526316
35,41.97108,-87.77055,0,90,2,161,4,1,99,44,33,0,10,1,116.03030303030303
75,41.91008,-87.70387,0,94,2,89,2,1,1,714,488,18,204,4,191.13319672131146
53,41.97783,-87.71556,2,35,2,50,2,2,365,27,16,0,11,0,59.81818181818182
41,41.88263,-87.62402,3,55,2,34,1,1,0,366,331,3,31,1,55.0
7,41.93312,-87.70809,2,139,1,35,1,1,109,146,107,0,34,5,64.08823529411765
40,41.92364,-87.69154,0,90,5,11,1,1,353,387,304,0,81,2,159.0559210526316
49,41.87404,-87.68853,2,49,1,44,1,2,0,314,222,0,89,3,61.337078651685395
56,41.9727,-87.84363,0,150,1,40,1,1,90,8,6,0,2,0,95.5
37,41.94274,-87.64141,0,175,4,44,2,2,300,527,394,10,105,18,255.4746192893401
75,41.90953,-87.69113,0,120,2,120,3,2,357,714,488,18,204,4,191.13319672131146
41,41.88306,-87.62577,0,117,1,266,6,4,343,366,331,3,31,1,175.2688821752266
34,41.96019,-87.72927,0,36,1,103,3,1,0,154,83,0,67,4,169.0
65,41.76476,-87.5737,2,28,2,83,2,4,90,90,41,0,48,1,38.5625
40,41.92214,-87.68826,0,91,1,307,8,1,51,387,304,0,81,2,159.0559210526316
38,41.93108,-87.64648,2,100,2,162,4,1,244,312,257,0,51,4,106.76470588235294
41,41.88676,-87.61682,0,89,60,3,1,10,365,366,331,3,31,1,175.2688821752266
21,41.98587,-87.66813,0,112,2,245,6,2,112,170,98,0,70,2,130.40816326530611
75,41.90472,-87.68962,2,75,2,10,1,2,177,714,488,18,204,4,159.26470588235293
47,41.90081,-87.6326,2,80,1,166,4,2,356,672,569,38,63,2,141.74603174603175
47,41.89235,-87.62732,1,31,5,14,1,24,331,672,569,38,63,2,93.21052631578948
37,41.94019,-87.66275,0,73,1,140,4,37,139,527,394,10,105,18,255.4746192893401
41,41.88486,-87.61659,0,299,3,14,2,3,356,366,331,3,31,1,175.2688821752266
37,41.94597,-87.66303,0,109,2,48,2,1,0,527,394,10,105,18,255.4746192893401
35,41.97686,-87.76506,0,39,31,0,0,73,355,44,33,0,10,1,116.03030303030303
74,41.99355,-87.6946,0,95,2,16,1,1,118,66,31,0,29,6,131.6451612903226
34,41.95061,-87.73584,0,125,3,41,2,2,193,154,83,0,67,4,169.0
75,41.90527,-87.6864,0,61,1,82,2,1,0,714,488,18,204,4,191.13319672131146
52,41.85738,-87.69477,2,29,1,163,4,8,0,29,8,0,20,1,36.85
47,41.89235,-87.62732,1,31,5,14,1,24,331,672,569,38,63,2,93.21052631578948
40,41.91825,-87.69919,0,99,2,1,1,1,97,387,304,0,81,2,159.0559210526316
47,41.89235,-87.62732,1,31,5,83,2,24,331,672,569,38,63,2,93.21052631578948
47,41.90501,-87.63369,0,895,2,87,2,3,345,672,569,38,63,2,210.493848857645
47,41.89211,-87.62263,0,368,5,25,1,3,365,672,569,38,63,2,210.493848857645
52,41.85657,-87.69344,2,26,1,236,6,8,356,29,8,0,20,1,36.85
41,41.87272,-87.62711,0,350,5,0,0,1,88,366,331,3,31,1,175.2688821752266
42,41.85653,-87.65558,2,35,1,8,1,1,0,189,119,0,68,2,94.72058823529412
41,41.87156,-87.63205,0,215,60,0,0,5,0,366,331,3,31,1,175.2688821752266
47,41.89315,-87.6186,0,300,30,0,0,5,365,672,569,38,63,2,210.493848857645
51,41.95661,-87.67801,0,120,3,8,1,1,0,134,122,0,11,1,172.98360655737704
40,41.92614,-87.71305,0,79,31,1,1,2,26,387,304,0,81,2,159.0559210526316
49,41.87475,-87.69,2,43,1,2,1,2,0,314,222,0,89,3,61.337078651685395
75,41.90162,-87.67117,2,110,1,6,1,1,88,714,488,18,204,4,159.26470588235293
75,41.90835,-87.66808,0,50,1,3,1,1,0,714,488,18,204,4,191.13319672131146
28,41.81898,-87.61781,0,95,2,117,3,2,174,104,52,0,48,4,143.78846153846155
7,41.93558,-87.7092,2,60,2,7,1,1,170,146,107,0,34,5,64.08823529411765
43,41.82808,-87.67549,0,102,2,33,1,2,283,26,13,0,13,0,244.6153846153846
35,41.97305,-87.77529,2,28,25,8,1,1,138,44,33,0,10,1,48.2
42,41.85872,-87.65043,0,37,1,260,6,11,0,189,119,0,68,2,113.11764705882354
37,41.94018,-87.66434,0,73,1,87,3,37,151,527,394,10,105,18,255.4746192893401
21,41.97748,-87.65637,2,49,1,284,7,1,83,170,98,0,70,2,83.51428571428572
38,41.91252,-87.63621,0,112,3,147,4,1,362,312,257,0,51,4,199.6614785992218
32,41.91209,-87.70624,0,132,1,99,3,1,180,63,41,0,18,4,107.17073170731707
22,42.01327,-87.80995,0,129,2,207,5,2,315,2,2,0,0,0,114.0
41,41.88331,-87.63058,0,357,2,182,5,1,0,366,331,3,31,1,175.2688821752266
66,41.95711,-87.65479,0,112,2,57,2,1,177,169,103,3,63,0,183.90291262135923
42,41.84474,-87.68333,0,70,1,122,3,1,90,189,119,0,68,2,113.11764705882354
47,41.89269,-87.62194,0,689,3,41,1,3,361,672,569,38,63,2,210.493848857645
75,41.89686,-87.68103,0,66,3,160,4,1,337,714,488,18,204,4,191.13319672131146
52,41.85818,-87.69484,2,28,1,161,4,8,170,29,8,0,20,1,36.85
38,41.92329,-87.64439,0,114,2,137,4,1,0,312,257,0,51,4,199.6614785992218
34,41.95719,-87.71734,0,125,2,183,5,1,304,154,83,0,67,4,169.0
21,41.99464,-87.66332,2,41,1,194,5,2,305,170,98,0,70,2,83.51428571428572
21,41.99462,-87.66425,2,43,1,168,4,2,284,170,98,0,70,2,83.51428571428572
47,41.90326,-87.62968,0,140,1,208,5,2,267,672,569,38,63,2,210.493848857645
75,41.91031,-87.66776,0,181,3,144,4,4,345,714,488,18,204,4,191.13319672131146
75,41.9112,-87.6664,0,158,3,134,4,4,356,714,488,18,204,4,191.13319672131146
7,41.93387,-87.69323,2,80,1,120,3,1,0,146,107,0,34,5,64.08823529411765
65,41.76674,-87.56953,0,75,2,8,1,12,365,90,41,0,48,1,128.26829268292684
37,41.94872,-87.65189,2,75,1,61,2,1,178,527,394,10,105,18,182.5142857142857
38,41.91423,-87.64692,0,189,3,100,3,3,294,312,257,0,51,4,199.6614785992218
27,41.79267,-87.78522,2,25,1,5,1,1,0,10,7,0,3,0,31.0
47,41.89235,-87.62732,1,98,7,49,2,24,331,672,569,38,63,2,93.21052631578948
33,41.79905,-87.60391,0,292,2,120,3,1,0,93,51,0,42,0,94.86274509803921
47,41.88999,-87.62192,0,155,14,2,1,26,90,672,569,38,63,2,210.493848857645
75,41.90994,-87.6723,2,100,6,8,1,1,0,714,488,18,204,4,159.26470588235293
37,41.94017,-87.66453,0,96,1,121,3,37,35,527,394,10,105,18,255.4746192893401
37,41.94875,-87.65093,2,83,1,13,1,4,365,527,394,10,105,18,182.5142857142857
66,41.96766,-87.65353,2,54,1,202,5,1,77,169,103,3,63,0,87.17460317460318
60,42.00527,-87.66384,0,107,1,9,1,1,0,123,69,0,52,2,152.69565217391303
21,41.9875,-87.66825,0,140,1,4,1,1,0,170,98,0,70,2,130.40816326530611
37,41.93495,-87.64247,0,150,3,3,1,1,33,527,394,10,105,18,255.4746192893401
34,41.96033,-87.73506,2,70,1,144,4,1,355,154,83,0,67,4,55.298507462686565
39,41.97784,-87.69541,0,70,1,141,4,1,0,89,69,0,20,0,127.30434782608695
75,41.89979,-87.67868,2,45,7,15,1,1,0,714,488,18,204,4,159.26470588235293
42,41.85886,-87.66022,0,69,2,228,6,3,321,189,119,0,68,2,113.11764705882354
34,41.94977,-87.72005,2,39,1,81,2,1,0,154,83,0,67,4,55.298507462686565
57,41.96661,-87.75918,0,90,2,25,1,1,78,83,58,0,25,0,129.3448275862069
75,41.89397,-87.69382,0,76,2,40,1,1,25,714,488,18,204,4,191.13319672131146
75,41.8936,-87.66118,0,164,2,156,4,3,42,714,488,18,204,4,191.13319672131146
75,41.90004,-87.69215,0,141,2,94,3,4,90,714,488,18,204,4,191.13319672131146
38,41.92123,-87.65046,0,96,3,96,3,1,353,312,257,0,51,4,199.6614785992218
49,41.88574,-87.67313,0,238,3,140,4,1,180,314,222,0,89,3,187.6081081081081
75,41.89661,-87.65723,2,50,3,44,2,1,0,714,488,18,204,4,159.26470588235293
38,41.93201,-87.66894,0,450,30,32,1,2,180,312,257,0,51,4,199.6614785992218
41,41.88729,-87.61924,0,149,30,9,1,31,180,366,331,3,31,1,175.2688821752266
75,41.89697,-87.67655,0,107,2,68,2,3,24,714,488,18,204,4,191.13319672131146
40,41.92088,-87.68968,0,90,7,27,1,1,310,387,304,0,81,2,159.0559210526316
37,41.93858,-87.66492,0,67,1,121,3,37,128,527,394,10,105,18,255.4746192893401
21,41.99078,-87.66118,0,249,4,20,1,3,3,170,98,0,70,2,130.40816326530611
32,41.90737,-87.70903,0,91,3,56,4,2,2,63,41,0,18,4,107.17073170731707
55,41.82186,-87.60482,0,106,2,59,2,1,89,16,8,0,8,0,312.125
34,41.94168,-87.73022,0,87,1,442,11,4,315,154,83,0,67,4,169.0
10,41.83296,-87.65177,2,47,2,60,2,3,359,112,79,0,32,1,62.0
47,41.89255,-87.61911,0,129,2,278,7,2,96,672,569,38,63,2,210.493848857645
75,41.89439,-87.68081,0,654,4,34,1,2,167,714,488,18,204,4,191.13319672131146
41,41.87511,-87.63154,0,463,2,20,1,1,90,366,331,3,31,1,175.2688821752266
7,41.93563,-87.69241,0,65,2,133,4,4,309,146,107,0,34,5,160.33644859813083
47,41.90102,-87.63064,0,59,1,260,7,5,319,672,569,38,63,2,210.493848857645
66,41.97537,-87.66279,2,49,1,34,1,1,0,169,103,3,63,0,87.17460317460318
37,41.93626,-87.63913,0,296,1,103,3,2,350,527,394,10,105,18,255.4746192893401
42,41.85109,-87.68242,0,100,2,111,3,1,140,189,119,0,68,2,113.11764705882354
38,41.92091,-87.64065,0,544,2,112,3,1,6,312,257,0,51,4,199.6614785992218
10,41.83327,-87.65196,2,73,2,56,2,3,365,112,79,0,32,1,62.0
74,41.9935,-87.70078,2,33,2,182,5,1,0,66,31,0,29,6,52.172413793103445
34,41.96032,-87.7098,0,3429,20,12,1,2,83,154,83,0,67,4,169.0
11,41.81601,-87.69149,0,350,2,55,2,2,360,25,14,0,10,1,138.28571428571428
33,41.79837,-87.5826,0,82,180,0,0,1,362,93,51,0,42,0,94.86274509803921
41,41.88762,-87.61844,0,159,3,4,1,1,0,366,331,3,31,1,175.2688821752266
17,41.84421,-87.62644,0,158,3,98,3,2,270,58,36,0,21,1,156.25
41,41.88741,-87.61747,0,159,14,33,1,3,0,366,331,3,31,1,175.2688821752266
40,41.91871,-87.68976,0,149,2,218,6,1,291,387,304,0,81,2,159.0559210526316
39,41.96533,-87.68213,0,75,1,53,3,3,273,89,69,0,20,0,127.30434782608695
75,41.90772,-87.66744,0,90,2,154,4,2,65,714,488,18,204,4,191.13319672131146
72,41.77769,-87.71804,2,38,1,293,8,3,0,9,3,0,6,0,31.666666666666668
66,41.96516,-87.67066,0,215,2,64,2,3,121,169,103,3,63,0,183.90291262135923
42,41.85487,-87.65461,0,45,1,202,5,11,0,189,119,0,68,2,113.11764705882354
47,41.89763,-87.635,1,158,1,141,4,8,7,672,569,38,63,2,93.21052631578948
37,41.94696,-87.65329,0,175,2,113,4,2,82,527,394,10,105,18,255.4746192893401
33,41.80219,-87.59945,2,144,3,9,1,3,139,93,51,0,42,0,85.71428571428571
33,41.80182,-87.601,2,70,2,34,1,3,267,93,51,0,42,0,85.71428571428571
57,41.96082,-87.76902,2,45,2,56,2,3,63,83,58,0,25,0,61.12
41,41.88652,-87.63143,0,80,31,5,1,30,93,366,331,3,31,1,175.2688821752266
40,41.9266,-87.71875,0,135,2,51,2,1,274,387,304,0,81,2,159.0559210526316
37,41.94549,-87.66477,0,614,2,4,1,1,62,527,394,10,105,18,255.4746192893401
37,41.93975,-87.64756,0,75,1,224,6,4,323,527,394,10,105,18,255.4746192893401
37,41.93264,-87.66435,0,89,1,237,6,1,107,527,394,10,105,18,255.4746192893401
75,41.89845,-87.6894,0,110,2,172,5,1,17,714,488,18,204,4,191.13319672131146
66,41.96364,-87.66306,0,196,3,65,2,1,173,169,103,3,63,0,183.90291262135923
31,41.93525,-87.73722,0,250,2,43,2,1,347,19,13,0,6,0,85.3076923076923
51,41.95453,-87.67557,0,663,2,49,2,4,296,134,122,0,11,1,172.98360655737704
21,41.98543,-87.66385,0,50,2,154,4,1,0,170,98,0,70,2,130.40816326530611
66,41.97615,-87.66994,0,144,4,34,1,1,195,169,103,3,63,0,183.90291262135923
39,41.96502,-87.68094,0,300,7,1,1,1,0,89,69,0,20,0,127.30434782608695
40,41.91571,-87.70376,2,70,2,13,1,1,83,387,304,0,81,2,73.61728395061728
40,41.92902,-87.70312,0,81,2,192,5,1,230,387,304,0,81,2,159.0559210526316
60,42.01386,-87.68128,0,146,3,7,1,3,36,123,69,0,52,2,152.69565217391303
57,41.96657,-87.78183,0,66,1,208,6,1,155,83,58,0,25,0,129.3448275862069
51,41.94435,-87.67907,0,108,3,60,2,1,349,134,122,0,11,1,172.98360655737704
5,41.86825,-87.77421,0,72,2,35,1,1,300,49,27,0,22,0,146.96296296296296
75,41.89273,-87.67361,0,649,1,42,2,1,355,714,488,18,204,4,191.13319672131146
48,41.85532,-87.62883,2,60,1,26,1,1,0,142,113,0,29,0,93.17241379310344
37,41.94421,-87.64993,2,495,2,3,1,4,364,527,394,10,105,18,182.5142857142857
75,41.89966,-87.69374,0,90,7,335,9,2,32,714,488,18,204,4,191.13319672131146
65,41.76867,-87.56926,2,22,1,41,2,2,319,90,41,0,48,1,38.5625
75,41.89874,-87.69014,0,79,2,44,2,2,26,714,488,18,204,4,191.13319672131146
0,41.97246,-87.70636,0,60,2,131,4,1,353,65,29,0,36,0,138.44827586206895
2,41.84815,-87.63477,0,129,2,54,2,3,45,65,28,0,37,0,239.10714285714286
49,41.87417,-87.68332,0,158,2,124,4,4,0,314,222,0,89,3,187.6081081081081
47,41.89808,-87.63522,1,157,1,48,2,8,7,672,569,38,63,2,93.21052631578948
